rank,track,artist,billed_artist_count,is_collaboration,spotify_streams_total,daily_streams,daily_streams_rank,daily_stream_share_pct,wrapped_global_top10_rank
372,Sadrah,For Revenge,1,False,165462472,458432,171,0.2771,
373,Backup Plan,Bailey Zimmerman,1,False,165329955,439754,178,0.266,
374,Te Lloré Un Río,Maná,1,False,165031790,110442,548,0.0669,
375,La Guitarra (Remasterizado 2025),Los Auténticos Decadentes,1,False,164933484,69160,623,0.0419,
376,CORAZÓN PARTÍO,Tito Double P,1,False,164715814,245742,336,0.1492,
377,What Was That,Lorde,1,False,164714194,137878,494,0.0837,
378,Papasito,KAROL G,1,False,164177548,256092,324,0.156,
379,I Got No Time,The Living Tombstone,1,False,163999755,65571,629,0.04,
380,You Stole The Show,SIENNA SPIRO,1,False,163721262,470136,165,0.2872,
381,12 Horas / Pra Você Acreditar,Panda,1,False,163539396,201300,396,0.1231,
382,Escondendo o Ouro,Zé Neto & Cristiano,2,True,163055332,144661,480,0.0887,
383,Saudade Proibida,Simone Mendes,1,False,163035666,167014,440,0.1024,
384,Fancy,Reba McEntire,1,False,162918423,70589,621,0.0433,
385,EYES CLOSED,JISOO,1,False,162894290,203925,391,0.1252,
386,Ngapain Repot,Toton Caribo,1,False,162482431,307429,273,0.1892,
387,Dior,MK,1,False,162314687,230370,355,0.1419,
388,Montagem Supersonic,KHAOS,1,False,161960428,348508,231,0.2152,
389,Nocaute,Jorge & Mateus,2,True,161829033,153084,464,0.0946,
390,Pretty Little Baby,Connie Francis,1,False,161771536,132066,505,0.0816,
391,Berghain,ROSALÍA,1,False,161596477,217187,372,0.1344,
392,Sugar Talking,Sabrina Carpenter,1,False,161337176,382101,211,0.2368,
393,Me bloqueia,Ferrugem,1,False,161103937,161786,452,0.1004,
394,Opa cadê eu,Clayton & Romário,2,True,161102006,57337,649,0.0356,
395,blackout 🧊,Emilia,1,False,160146891,130167,508,0.0813,
396,Dalangin,Earl Agustin,1,False,160122790,162917,449,0.1017,
397,3,Neton Vega,1,False,159843465,248669,335,0.1556,
398,PARISIENNE,GIMS,1,False,159809365,244165,338,0.1528,
399,Emergence,Sleep Token,1,False,159362554,173377,436,0.1088,
400,Goodbye,Sabrina Carpenter,1,False,159325384,332701,246,0.2088,
401,Stecu Stecu,Faris Adam,1,False,159154742,107164,554,0.0673,
402,Ave Cautiva,Conjunto Primavera,1,False,159025726,94147,579,0.0592,
403,Borderline,Ely Oaks,1,False,158601915,271484,303,0.1712,
404,Small Town,John Mellencamp,1,False,158257161,61425,641,0.0388,
405,Relapse,Warren Zeiders,1,False,158030382,118615,534,0.0751,
406,Sueña,Intocable,1,False,157645529,112442,545,0.0713,
407,I love you,Dadju,1,False,157618168,79809,606,0.0506,
408,Me Ama Ou Me Larga,Simone Mendes,1,False,157433687,83804,598,0.0532,
409,3 AM,Jimmy Guzman,1,False,157279424,292150,286,0.1858,
410,Should Have Known Better,Sufjan Stevens,1,False,157203488,36577,695,0.0233,
411,Vaitimbora,Trinix,1,False,156877461,368838,219,0.2351,
412,Diário de um Cafajeste,DJ Oreia,1,False,156438334,908689,59,0.5809,
413,Si Te Vuelves A Enamorar,Bronco,1,False,156157308,84030,596,0.0538,
414,1-800,bbno$,1,False,155583143,265600,309,0.1707,
415,Oorum Blood,Sai Abhyankkar,1,False,155378296,298854,279,0.1923,
416,Purple lace bra,Tate McRae,1,False,154825157,123456,521,0.0797,
417,Me Ha Costado,Neton Vega,1,False,154796345,151437,469,0.0978,
418,PONTE LOKITA,Katteyes,1,False,154782258,101617,563,0.0657,
419,Humsafar,Sachet-Parampara,1,False,154538003,363196,223,0.235,
420,MUTT,Leon Thomas,1,False,154316877,167588,439,0.1086,
421,Te Amo y Me Amas,Ian Cordova,1,False,153433364,424410,192,0.2766,
422,Carol Of The Bells,Lindsey Stirling,1,False,153172830,52527,664,0.0343,
423,CHAMPAGNE,Tito Double P,1,False,153064394,268973,306,0.1757,
424,Parte & Choke,Jombriel,1,False,152819079,111185,547,0.0728,
425,Cracklin' Rosie,Neil Diamond,1,False,152747541,55000,656,0.036,
426,Come Play (from the series Arcane League of Legends),Stray Kids,1,False,152576814,81314,603,0.0533,
427,Ay Mamita,Alan Arrieta,1,False,152504045,171866,438,0.1127,
428,Amo Minha Favela,DJ Japa NK,1,False,152194819,518605,142,0.3408,
429,DROGA,Mora,1,False,150850352,220135,371,0.1459,
430,One Thing,Lola Young,1,False,150829815,142082,486,0.0942,
431,Are You Even Real,Teddy Swims,1,False,150705108,119153,533,0.0791,
432,Papaoutai,mikeeysmind,1,False,150227682,565533,123,0.3765,
433,Seu Astral,Jorge & Mateus,2,True,149828338,152219,465,0.1016,
434,Never Walk Alone,BLOND:ISH,1,False,149516556,253686,326,0.1697,
435,SONBAHAR,Era7capone,1,False,149066437,103021,561,0.0691,
436,"Megham Karukatha (From ""Thiruchitrambalam"")",Anirudh Ravichander,1,False,148984390,26218,712,0.0176,
437,MONTAGEM TOMADA,MXZI,1,False,148708414,89711,587,0.0603,
438,"Thenmozhi (From ""Thiruchitrambalam"")",Anirudh Ravichander,1,False,148703339,17814,723,0.012,
439,Aku Dah Lupa,MikkyZia,1,False,148518417,82940,599,0.0558,
440,The Only Thing,Sufjan Stevens,1,False,147626617,18525,722,0.0125,
441,tu con el,Peso Pluma,1,False,147596912,746693,80,0.5059,
442,Enamorado De Un Fantasma,Liberación,1,False,147485808,92524,581,0.0627,
443,Edge of Desire,Jonas Blue,1,False,147362427,736863,83,0.5,
444,End of the World,Miley Cyrus,1,False,147209307,122230,525,0.083,
445,How Bad Do U Want Me,Lady Gaga,1,False,147204216,122872,523,0.0835,
446,ni pedo,Peso Pluma,1,False,146987348,537504,137,0.3657,
447,The Sick,Bella Kay,1,False,146537679,395516,202,0.2699,
448,PICA PICA,Juan Reza,1,False,146503274,84052,595,0.0574,
449,Killin' It Girl (Solo Version),j-hope,1,False,145587621,321662,254,0.2209,
450,Endless Love,Luther Vandross,1,False,145540852,48274,673,0.0332,
451,Cukup,Ziva Magnolya,1,False,145517942,112881,543,0.0776,
452,Asquerosamente Rico,Oscar Maydon,1,False,145047488,175108,435,0.1207,
453,Thought It Was Love,Ty Myers,1,False,144963729,248984,334,0.1718,
454,Don't Lie,Black Eyed Peas,1,False,144946655,71578,617,0.0494,
455,ayy weyy,Fuerza Regida,1,False,144736276,233695,350,0.1615,
456,bad feeling (oompa loompa),Jagwar Twin,1,False,144638864,64537,633,0.0446,
457,Gula,Neton Vega,1,False,144424881,265449,311,0.1838,
458,Jacobo Grinberg,Victor Mendivil,1,False,144345919,196976,403,0.1365,
459,PLAK,Victor Mendivil,1,False,144154354,200266,399,0.1389,
460,Balorda nostalgia,Olly,1,False,144122816,92156,582,0.0639,
461,RUINART,R2,1,False,143875729,249715,332,0.1736,
462,Seni Düşündüm,Çağla,1,False,143856943,253074,328,0.1759,
463,Tweaker,GELO,1,False,143570674,55700,655,0.0388,
464,Bongos,Cardi B,1,False,143439312,53016,660,0.037,
465,借りてきた猫 (Do the Dance),ILLIT,1,False,143110611,296629,282,0.2073,
466,Vibra Perfecta,Julión Álvarez y su Norteño Banda,1,False,143069315,120297,529,0.0841,
467,Location,Zerb,1,False,143031597,157707,460,0.1103,
468,Baptized In Fear,The Weeknd,1,False,142897668,137798,495,0.0964,
469,In And Out Of Love,Armin van Buuren,1,False,142474209,159116,458,0.1117,
470,"Vaarayo Vaarayo (From ""Aadhavan"")",Harris Jayaraj,1,False,142116084,109306,551,0.0769,
471,Veneno,Murilo Huff,1,False,141925727,147330,476,0.1038,
472,Orula,Victor Mendivil,1,False,141923255,333563,243,0.235,
473,"Mere Rashke Qamar (From ""Baadshaho"")",Tulsi Kumar,1,False,141721256,100064,570,0.0706,
474,飞鸟和蝉,Ren Ran,1,False,141221324,61830,640,0.0438,
475,OWA OWA,Lil Tecca,1,False,140934436,123468,520,0.0876,
476,Open Hearts,The Weeknd,1,False,140511407,151485,468,0.1078,
477,No Capea,Xavi,1,False,139337421,287602,292,0.2064,
478,Call Me When You Break Up,Selena Gomez,1,False,139229837,81778,601,0.0587,
479,Meant to Be Yours,Kevin Murphy,1,False,139137314,70676,619,0.0508,
480,Kupu,Tiara Andini,1,False,139086508,34111,700,0.0245,
481,KYKY2BONDY,Hamza,1,False,139058708,127940,512,0.092,
482,him all along,Gunna,1,False,138782542,147610,473,0.1064,
483,Dirimu Yang Dulu,Anggis Devaki,1,False,138396589,564401,124,0.4078,
484,Meu Erro,Os Paralamas Do Sucesso,1,False,138248480,76693,610,0.0555,
485,Arriba la Compañía,LOS DOS DE TAMAULIPAS,1,False,138098427,297720,281,0.2156,
486,Eres Mi Religión,Maná,1,False,138013168,91786,584,0.0665,
487,Burning Blue,Mariah the Scientist,1,False,137709265,205586,390,0.1493,
488,Mengapa,Rony Parulian,1,False,137488119,96121,575,0.0699,
489,intro,Peso Pluma,1,False,137356407,244964,337,0.1783,
490,PIXELATED KISSES,Joji,1,False,137337015,239140,343,0.1741,
491,"Phir Se Ud Chala (From ""Rockstar"")",Mohit Chauhan,1,False,137215763,67097,625,0.0489,
492,Thuli Thuli,Yuvan Shankar Raja,1,False,137136420,100700,566,0.0734,
493,Hakayet,VEN1,1,False,136593429,155326,461,0.1137,
494,Deslocado,NAPA,1,False,136462290,195475,405,0.1432,
495,INVU,TAEYEON,1,False,136378452,35761,698,0.0262,
496,CHAKA,Fuerza Regida,1,False,136304929,272280,301,0.1998,
497,GO BABY,Justin Bieber,1,False,136297070,242853,339,0.1782,
498,Pero La Recuerdo (Cumbia Santa María),Pancho Barraza,1,False,135541425,52846,661,0.039,
499,Me Paseo,Victor Mendivil,1,False,135405758,280371,295,0.2071,
500,El Plumas,Neton Vega,1,False,135147691,49798,667,0.0368,
501,Shatter Me,Lindsey Stirling,1,False,134909726,36000,697,0.0267,
502,Vanish Into You,Lady Gaga,1,False,134675364,97070,574,0.0721,
503,Geiles Leben,Glasperlenspiel,1,False,134290661,24669,715,0.0184,
504,I Can't Fix You,The Living Tombstone,1,False,134233589,94877,577,0.0707,
505,Cali Man,EsDeeKid,1,False,134225613,355372,227,0.2648,
506,Forever In Blue Jeans,Neil Diamond,1,False,133914481,60248,644,0.045,
507,On My Mind,Alex Warren,1,False,133861045,178673,429,0.1335,
508,The Night The Lights Went Out In Georgia,Reba McEntire,1,False,133768577,70666,620,0.0528,
509,After All The Bars Are Closed,Thomas Rhett,1,False,133097318,249301,333,0.1873,
510,"Desliza (""Ólhinho"" No Corpinho)",Léo Santana,1,False,133052018,143266,483,0.1077,
511,Ring Ring Ring,"Tyler, The Creator",2,True,133042051,147365,475,0.1108,
512,Pelotero A La Bola,8Uno,1,False,132834401,132176,503,0.0995,
513,"Manasilaayo (From ""Vettaiyan"")",Anirudh Ravichander,1,False,132688338,57628,648,0.0434,
514,VCR,The xx,1,False,132595096,25783,713,0.0194,
515,Bir Çift Göz,Norm Ender,1,False,132510433,193300,408,0.1459,
516,Corazón,Danny Ocean,1,False,132308756,328977,250,0.2486,
517,Ultra Complicado,Kenny Die,1,False,132276745,195728,404,0.148,
518,Sei Que Tu Me Odeia,Anitta,1,False,132000301,60415,643,0.0458,
519,Jumping Machine (跳楼机),LBI利比,1,False,131072587,126798,517,0.0967,
520,Fade Into Darkness,Avicii,1,False,130963233,32206,706,0.0246,
521,Te Lloré,Conjunto Primavera,1,False,130872372,103771,558,0.0793,
522,check,bbno$,1,False,130448332,115871,539,0.0888,
523,RATATATA,BABYMETAL,1,False,130269255,183346,419,0.1407,
524,Wi-Fi,Traia Véia,1,False,130219428,52827,662,0.0406,
525,Ikaw Pa Rin,mrld,1,False,129992028,35145,699,0.027,
526,Type of Way,Rich Homie Quan,1,False,129854941,41991,682,0.0323,
527,Vou pela Madrugada,Mc Negão Original,1,False,129536775,375193,216,0.2896,
528,Charger,TRIANGLE DES BERMUDES,1,False,129533076,214922,375,0.1659,
529,Tipo Nino Vs Kabrinha,DJ Biel Divulga,1,False,129433872,98338,571,0.076,
530,Quitter,Cameron Whitcomb,1,False,129214561,186993,413,0.1447,
531,Página De Ex,Mari Fernandez,1,False,129071525,80770,605,0.0626,
532,Bara Bada Bastu,KAJ,1,False,128698931,81220,604,0.0631,
533,Follow You,Noizy,1,False,128564130,97527,572,0.0759,
534,Matadinha De Saudade,Grupo Menos É Mais,1,False,128395031,59699,645,0.0465,
535,Miss You Like Crazy,Natalie Cole,1,False,128262477,45379,677,0.0354,
536,Alamak,Rizky Febian,1,False,127851069,237066,345,0.1854,
537,"Nenjukkul Peidhidum (From ""Vaaranam Aayiram"")",Harris Jayaraj,1,False,127814442,61831,639,0.0484,
538,CRG,Central Cee,1,False,127708446,190486,410,0.1492,
539,Seis Pies Abajo,Banda El Recodo,1,False,127478767,139333,491,0.1093,
540,Gone Gone Gone,David Guetta,1,False,127462013,474687,164,0.3724,
541,Lihat Kebunku (Taman Bunga),Aku Jeje,1,False,127284277,726423,86,0.5707,
542,JANE DOE,Kenshi Yonezu,1,False,127159380,206154,387,0.1621,
543,Altas Loucurinhas (Uni Duni Tê),Matheus Fernandes,1,False,127139961,11341,726,0.0089,
544,Mist,EsDeeKid,1,False,127087449,388167,207,0.3054,
545,Calon Mantu Idaman,Rombongan Bodonk Koplo,1,False,127047489,109811,550,0.0864,
546,DÓNDE,Kapo,1,False,126903981,290069,290,0.2286,
547,Cannonball,Lithe,1,False,126758701,210920,379,0.1664,
548,Vitamina,Danny Ocean,1,False,126598065,142681,484,0.1127,
549,Nasty Dog,Sir Mix-A-Lot,1,False,126516969,97364,573,0.077,
550,Rottweiler,EsDeeKid,1,False,126504345,308803,271,0.2441,
551,Vale la Pena,Juan Luis Guerra 4.40,1,False,126491794,106680,555,0.0843,
552,Dawn,Dario Marianelli,1,False,126429525,47174,674,0.0373,
553,CEREMONY,Stray Kids,1,False,126283707,178078,430,0.141,
554,Death with Dignity,Sufjan Stevens,1,False,126220303,37409,692,0.0296,
555,Picture Of You,Boyzone,1,False,126014866,37733,690,0.0299,
556,"Shararat (From ""Dhurandhar"")",Shashwat Sachdev,1,False,125971050,483145,160,0.3835,
557,Chaparrita,Standly,1,False,125874104,129424,510,0.1028,
558,"IIIf. Lacrimosa dies illa (Featured in ""Primal Fear"")",Wolfgang Amadeus Mozart,1,False,125404189,57308,650,0.0457,
559,I Ain't Sayin',Jordan Davis,1,False,125268576,175827,433,0.1404,
560,Never Getting Laid,Sabrina Carpenter,1,False,125097912,179323,428,0.1433,
561,Gil,Milo j,1,False,124407246,436658,182,0.351,
562,Eu Mereço Ser Feliz,Mumuzinho,1,False,124156564,58744,646,0.0473,
563,OJITOS MENTIROSOS,Chino Pacas,1,False,124097643,216674,373,0.1746,
564,bloodonmyhands,Tate McRae,1,False,124023923,100546,567,0.0811,
565,LA NETA,Clave Especial,1,False,123802145,213388,377,0.1724,
566,Ava Enna,Harris Jayaraj,1,False,123729585,64582,632,0.0522,
567,Perdedor,Intocable,1,False,123314222,122588,524,0.0994,
568,Paris,Nono La Grinta,1,False,123237335,353813,228,0.2871,
569,TU COQUETTE,Clave Especial,1,False,123083892,72895,615,0.0592,
570,Se Eu Te Perdoar,Clayton & Romário,2,True,122898353,227165,358,0.1848,
571,DON'T KILL THE PARTY,Ty Dolla $ign,1,False,122879579,392778,203,0.3196,
572,Antara Ada dan Tiada,Utopia,1,False,122761183,95429,576,0.0777,
573,Periódico de Ayer,Héctor Lavoe,1,False,122624223,94327,578,0.0769,
574,Pahina,Cup of Joe,1,False,122599042,337072,240,0.2749,
575,I'm A Little Crazy,Morgan Wallen,1,False,122512978,151627,467,0.1238,
576,Guasto D'Amore,Bresh,1,False,122381048,69230,622,0.0566,
577,Dead Girl Walking,Kevin Murphy,1,False,122149867,71547,618,0.0586,
578,OLIMPO,Milo j,1,False,122087262,263877,313,0.2161,
579,With You,Davido,1,False,122086288,135450,499,0.1109,
580,HEAVY LOVE,Odetari,1,False,122036755,137105,497,0.1123,
581,"Sitaare (From ""Ikkis"")",Arijit Singh,1,False,122029712,604945,111,0.4957,
582,Caos de Alguém (Ao Vivo),Felipe e Rodrigo,1,False,121410476,233726,349,0.1925,
583,Die In a Fire,The Living Tombstone,1,False,121299352,63531,636,0.0524,
584,Ese,Conjunto Primavera,1,False,121187983,105064,557,0.0867,
585,cliché,mgk,1,False,120864596,182808,420,0.1513,
586,dandelion,Ariana Grande,1,False,120852575,176257,432,0.1458,
587,Next Summer,Damiano David,1,False,120436843,100495,568,0.0834,
588,i miss you,Beéle,1,False,120314594,90791,585,0.0755,
589,no song without you,HONNE,1,False,120300619,18916,720,0.0157,
590,Desesperada,Marta Sánchez,1,False,120223324,55862,654,0.0465,
591,Wait For You,Myles Smith,1,False,120201809,139967,489,0.1164,
592,Saiyaara Reprise,Tanishk Bagchi,1,False,120097131,162581,450,0.1354,
593,1000COSAS,Lola Indigo,1,False,119992125,33537,701,0.0279,
594,Ride,Sir Mix-A-Lot,1,False,119875119,66467,626,0.0554,
595,We Almost Broke Up Again Last Night,Sabrina Carpenter,1,False,119467718,203820,392,0.1706,
596,Beautiful Strangers,TOMORROW X TOGETHER,2,True,118969860,49055,669,0.0412,
597,bauch beine po,Shirin David,1,False,118878662,42630,681,0.0359,
598,Gauchinha,DJ Japa NK,1,False,118834813,452177,175,0.3805,
599,TN,Morgan Wallen,1,False,118412486,206861,386,0.1747,
600,Mariposa Traicionera,Maná,1,False,118313289,75121,613,0.0635,
601,Gen Z Luv,Central Cee,1,False,118061265,64398,634,0.0545,
602,Ants Marching,Dave Matthews Band,1,False,118022339,41422,683,0.0351,
603,Mon amour,Slimane,1,False,117956500,54797,657,0.0465,
604,Do You Want To,Franz Ferdinand,1,False,117845303,33507,702,0.0284,
605,MONTAGEM COMA,ANDROMEDA,1,False,117687464,261382,317,0.2221,
606,Mundhinam,Harris Jayaraj,1,False,117633962,63528,637,0.054,
607,SOMETHING ABOUT YOU,PARTYNEXTDOOR,1,False,117465710,159551,457,0.1358,
608,PA QUE LO BAILES (BAILALO ROCKY),Lomiiel,1,False,117356888,126622,518,0.1079,
609,KEHLANI (REMIX) [feat. Kehlani],Jordan Adetunji,1,False,117295023,101598,564,0.0866,
610,ZAZA,Oscar Maydon,1,False,117213217,116337,538,0.0993,
611,Beers And Sunshine,Darius Rucker,1,False,117209253,44452,678,0.0379,
612,Vai Cair Água,Diego & Arnaldo,2,True,117117773,184953,417,0.1579,
613,I Am...I Said,Neil Diamond,1,False,116968818,53351,659,0.0456,
614,Palmar,Caloncho,1,False,116953841,18705,721,0.016,
615,Always Somewhere,Scorpions,1,False,116950431,179379,427,0.1534,
616,The Chase,Hearts2Hearts,1,False,116870505,164748,444,0.141,
617,Sampai Menutup Mata,Mahalini,1,False,116830251,66324,628,0.0568,
618,Triple Lavada,Esau Ortiz,1,False,116743517,165313,442,0.1416,
619,Libu-Libong Buwan (Uuwian),Kyle Raphael,1,False,116709066,563642,126,0.4829,
620,Borboletas,Victor & Leo,2,True,116586443,106022,556,0.0909,
621,Tus Mentiras (En Vivo),Moy Bobadilla,1,False,116490412,661275,96,0.5677,
622,Ignoraste Mis Lágrimas,Pancho Barraza,1,False,116403938,60771,642,0.0522,
623,ILY,Kapo,1,False,116394159,163609,447,0.1406,
624,COSITA LINDA,ELENA ROSE,1,False,116179684,328917,251,0.2831,
625,Something Inbetween,Olivia Dean,1,False,116142709,320817,255,0.2762,
626,Silly Love Songs,Wings,1,False,116122243,49665,668,0.0428,
627,peliculiando,Fuerza Regida,1,False,115977576,181587,424,0.1566,
628,Der Kommissar,Falco,1,False,115755984,39971,687,0.0345,
629,"No, No, No",Thalia,1,False,115336829,67805,624,0.0588,
630,Sunshine,Lavern,1,False,115115230,40463,686,0.0351,
631,Kick It In The Sticks,Brantley Gilbert,1,False,115082242,30964,707,0.0269,
632,Superman,Morgan Wallen,1,False,114893624,139961,490,0.1218,
633,GOOD CREDIT,Playboi Carti,1,False,114800499,78039,608,0.068,
634,Senta e Cala a Boca,Mc Jacaré,1,False,114505085,111856,546,0.0977,
635,En Kadhal Solla,Yuvan Shankar Raja,1,False,114490316,87858,593,0.0767,
636,Resumindo,Zé Neto & Cristiano,2,True,114478780,133555,500,0.1167,
637,love race,mgk,1,False,114345542,19707,719,0.0172,
638,People Watching,Sam Fender,1,False,114337230,172817,437,0.1511,
639,Me llamo Raquel,Banda Machos,1,False,113920681,57976,647,0.0509,
640,"Total, ¿Qué Más Da?",Bronco,1,False,113702305,76097,611,0.0669,
641,Do It,Stray Kids,1,False,113486872,270051,305,0.238,
642,Soleil Bleu,Bleu Soleil,1,False,113463940,179978,425,0.1586,
643,Try That In A Small Town,Jason Aldean,1,False,113435555,54402,658,0.048,
644,Enquanto Houver Razões,Jorge & Mateus,2,True,113357418,117319,537,0.1035,
645,"Monica (From ""Coolie"")",Anirudh Ravichander,1,False,113308503,149895,470,0.1323,
646,WALKING AWAY,Justin Bieber,1,False,113192086,298052,280,0.2633,
647,"Mayakkama Kalakkama (From ""Thiruchitrambalam"")",Anirudh Ravichander,1,False,113174046,13682,724,0.0121,
648,Have You Ever Seen The Rain,Rod Stewart,1,False,113124191,48510,671,0.0429,
649,P.V.,Victor Mendivil,1,False,113034812,370727,218,0.328,
650,Pa Ti,Neton Vega,1,False,112968031,184301,418,0.1631,
651,Save the Last Dance for Me,Ben E. King,1,False,112962786,30912,708,0.0274,
652,Baila para Mi,Standly,1,False,112775778,62970,638,0.0558,
653,MAMA.CITA (hasta la vista),Luísa Sonza,1,False,112540809,9432,730,0.0084,
654,Noise Rest,Jim Efforts,1,False,112538670,231774,354,0.206,
655,Beautiful As You,Thomas Rhett,1,False,112529549,92067,583,0.0818,
656,It's Strange,Louis The Child,1,False,112360159,10841,728,0.0096,
657,bunda 🍑,Emilia,1,False,112317094,64938,631,0.0578,
658,La nena,Banda Pequeños Musical,1,False,112240419,109956,549,0.098,
659,Perfecta,Banda Los Recoditos,1,False,112107135,25711,714,0.0229,
660,Mentirosa,Hugo & Guilherme,2,True,111307215,198590,400,0.1784,
661,Angin Rindu,Rony Parulian,1,False,111276010,45700,676,0.0411,
662,CACHORRINHAS,Luísa Sonza,1,False,110956689,10942,727,0.0099,
663,Alégale Al Umpire,Grupo Firme,1,False,110882935,240816,341,0.2172,
664,Tonight,PinkPantheress,1,False,110790470,203361,393,0.1836,
665,Pass The Nirvana,Pierce The Veil,1,False,110321263,65543,630,0.0594,
666,Tiene,Tobal Mj,1,False,110075540,88005,592,0.0799,
667,Hampstead,Ariana Grande,1,False,109542216,200773,397,0.1833,
668,Ends of the Earth,Ty Myers,1,False,109399717,127575,513,0.1166,
669,Pusherman,Curtis Mayfield,1,False,109350427,37100,693,0.0339,
670,Drinkin' Alone,Ty Myers,1,False,109325805,130928,507,0.1198,
671,GIMME A HUG,Drake,1,False,109245903,83860,597,0.0768,
672,malibU,rusowsky,1,False,109207635,215705,374,0.1975,
673,Tonto corazón,Los Acosta,1,False,109021094,108394,553,0.0994,
674,Damocles,Sleep Token,1,False,108875425,132114,504,0.1213,
675,CN TOWER,PARTYNEXTDOOR,1,False,108536398,103098,560,0.095,
676,NO ERA AMOR,DJ Asul,1,False,108409708,222802,366,0.2055,
677,FXCK UP THE WORLD,LISA,1,False,108181506,66363,627,0.0613,
678,Amen,Shaboozey,1,False,108071469,179718,426,0.1663,
679,Bad State of Mind,Treaty Oak Revival,1,False,107612336,316308,262,0.2939,
680,Aquamarine,Addison Rae,1,False,107337373,102169,562,0.0952,
681,Kali Kali Zulfon Ke,Madhur Sharma,1,False,107320116,38476,689,0.0359,
682,Stupid Cupid,Connie Francis,1,False,107298967,29209,709,0.0272,
683,You Make Me Feel (Mighty Real),Sylvester,1,False,107186898,39948,688,0.0373,
684,Heart Of A Woman,Summer Walker,1,False,107165321,93871,580,0.0876,
685,Wake Up,Fetty Wap,1,False,106956978,9830,729,0.0092,
686,Headphones On,Addison Rae,1,False,106633394,119672,532,0.1122,
687,Ishqa Ve,Zeeshan Ali,1,False,106450961,365504,221,0.3434,
688,Una Noche Sin Pensar,Sebastian Yatra,1,False,106271351,20675,717,0.0195,
689,Pal Pal,Afusic,1,False,106242585,214784,376,0.2022,
690,X TI,Kapo,1,False,106224438,189080,411,0.178,
691,"Matargashti (From ""Tamasha"")",Mohit Chauhan,1,False,106196299,89043,588,0.0838,
692,putielegante,Peso Pluma,1,False,105963312,291402,287,0.275,
693,Adiós Amor,Conjunto Primavera,1,False,105417719,129452,509,0.1228,
694,Le temps de l'amour,Françoise Hardy,1,False,105398517,41029,685,0.0389,
695,Con Toda La Fe,LOS DOS DE TAMAULIPAS,1,False,105327625,209311,381,0.1987,
696,ROSE,HANA,1,False,105098761,187018,412,0.1779,
697,Survive,Lewis Capaldi,1,False,104982812,126324,519,0.1203,
698,La culebra,Banda Machos,1,False,104959446,56914,653,0.0542,
699,Roundtable Rival,Lindsey Stirling,1,False,104866928,28027,710,0.0267,
700,ダーリン,Mrs. GREEN APPLE,1,False,104520461,166286,441,0.1591,
701,CRUSH,Playboi Carti,1,False,104502245,57296,651,0.0548,
702,Chevaliers De Sangreal,Hans Zimmer,1,False,104261625,36314,696,0.0348,
703,MF Gabhru!,Karan Aujla,1,False,104172642,159555,456,0.1532,
704,Face 2 Face,Juice WRLD,1,False,103967179,24590,716,0.0237,
705,Energía Bacana,Sebastian Yatra,1,False,103844317,33119,704,0.0319,
706,I'll Take Care of You,"Tyler, The Creator",2,True,103657182,149369,471,0.1441,
707,familie,Mrs. GREEN APPLE,1,False,103558232,48742,670,0.0471,
708,Enough (Miami),Cardi B,1,False,103434782,75254,612,0.0728,
709,LA REINA,Lola Indigo,1,False,103120483,33447,703,0.0324,
710,Body Splash,Felipe Araújo,1,False,102994750,36798,694,0.0357,
711,Eu Quero Só Você,Jorge & Mateus,2,True,102950678,64073,635,0.0622,
712,Calma,Jorge & Mateus,2,True,102891385,176384,431,0.1714,
713,Don’t Worry I’ll Make You Worry,Sabrina Carpenter,1,False,102585383,138826,492,0.1353,
714,"If You Want To Sing Out, Sing Out",Yusuf / Cat Stevens,1,False,102344035,19956,718,0.0195,
715,ZEN,JENNIE,1,False,102184490,131568,506,0.1288,
716,Life Is Simple (Move Your Body) [Feat Salomé Das],Maesic,1,False,102173224,232944,351,0.228,
717,Bluest Flame,Selena Gomez,1,False,102168737,81431,602,0.0797,
718,Someone That Loves You,HONNE,1,False,101984959,12941,725,0.0127,
719,Calmed By Rest,Jim Efforts,1,False,101945055,123376,522,0.121,
720,Reliquia,ROSALÍA,1,False,101904014,151794,466,0.149,
721,クスシキ,Mrs. GREEN APPLE,1,False,101705760,101560,565,0.0999,
722,Namumula,Maki,1,False,101410876,52576,663,0.0518,
723,bckpckbyz,Peso Pluma,1,False,100921984,252063,329,0.2498,
724,Sei tocar violão,Clayton & Romário,2,True,100833736,32979,705,0.0327,
725,Bintang 5,Tenxi,1,False,100811879,138534,493,0.1374,
726,Bete Balanço,Barão Vermelho,1,False,100802110,50986,666,0.0506,
727,Dance With My Father,Luther Vandross,1,False,100667340,37443,691,0.0372,
728,Piel Morena,Thalia,1,False,100633015,41238,684,0.041,
729,Clave Privada,Banda El Recodo,1,False,100615715,141056,488,0.1402,
730,with the IE (way up),JENNIE,1,False,100284982,103544,559,0.1032,
